conv_id,speaker,utterance,persona,path,topic
1154,0,"if yes, then you must like pajamas, i guess.",,,
1154,1,"oh yes, i love my pajamas.", i do not believe in god.  i like to work out.  i enjoy educating the younger generations.  i have several baby pets.  bicycle riding is a favorite hobby if mine.,ask - human - pajamas - clothes,clothes
1154,0,"you should buy some nice clothes that match your pajamas, you should not dress like a homeless person.",,,
1155,1,"hello , i'm wonderful because i'm with my grandchildren , .", my family is everything to me.  i work in a drug store.  i enjoy mozart.  i really enjoy crafting.  i was a bad kid.,wonderful - good - cost - shopping,good
1155,0,you should tell the person you're with that.,,,
1155,1,i will mention that to him., my family is everything to me.  i work in a drug store.  i enjoy mozart.  i really enjoy crafting.  i was a bad kid.,wonderful - good - cost - shopping,cost
1155,0,does he have low cost items in his shop?,,,
1155,1,"yes, most of his items are low cost.", my family is everything to me.  i work in a drug store.  i enjoy mozart.  i really enjoy crafting.  i was a bad kid.,wonderful - good - cost - shopping,shopping
1155,0,can you go out shopping with your friend?,,,
1156,1,doing ok just finished my shift at the hospital, i want to help people.  i am a nurse that deals with trauma situations.  i am no longer married.  i like to absorb written materials.,finish - rank - top - laptop,rank
1156,0,do you have a higher rank on the finish?,,,
1156,1,i have the highest rank i have ever had in finish., i want to help people.  i am a nurse that deals with trauma situations.  i am no longer married.  i like to absorb written materials.,finish - rank - top - laptop,top
1156,0,rank goes to the best performers in a category. so what does top mean?,,,
1156,1,"top refers to the best performer on a level in a category, so in this case its the best finish.", i want to help people.  i am a nurse that deals with trauma situations.  i am no longer married.  i like to absorb written materials.,finish - rank - top - laptop,laptop
1156,0,"have you ever played any games on a computer, before laptop it was only on a console.",,,
1157,1,i'm incredible . i live in ants, i recently moved to the south.  my old man is a reporter.  will you sign my cast.  i came out of my mother early.  i've a female sibling with a very common name.,ant - and - go - travel,and
1157,0,tha antman is one amazing man.,,,
1157,1,yes, i recently moved to the south.  my old man is a reporter.  will you sign my cast.  i came out of my mother early.  i've a female sibling with a very common name.,ant - and - go - travel,go
1157,0,"you should go and live in a ant city, i live in an ant heaven.",,,
1157,1,i like vegetarian food. it is tasty and healthy, i recently moved to the south.  my old man is a reporter.  will you sign my cast.  i came out of my mother early.  i've a female sibling with a very common name.,ant - and - go - travel,travel
1157,0,"i love to wander, i have been to so many countries and cities with no definite address.",,,
1158,1,"some yes , but my parents shelter me so in don't get to listen to different types .", i am a junior in high school.  i grew up on the east coast.  i have not experienced much.  i just graduated finally done.  i want to live a crazy life.,different - run - go - restaurant,run
1158,0,do you ever go out and run then?,,,
1158,1,"i do, i like to run when i have time.", i am a junior in high school.  i grew up on the east coast.  i have not experienced much.  i just graduated finally done.  i want to live a crazy life.,different - run - go - restaurant,go
1158,0,you should go out and run for fun.,,,
1158,1,"i have not ever done this before, do you recommend i head out west?", i am a junior in high school.  i grew up on the east coast.  i have not experienced much.  i just graduated finally done.  i want to live a crazy life.,different - run - go - restaurant,restaurant
1158,0,"you should go to a restaurant in the west, such as california, not just any restaurant though.",,,
1159,1,"no , i am too busy partying . maybe some day .", i study to be a businessman.  i enjoy spending time with my toes in the sand.  i work at eureka.  i like to celebrate with friends.,partying - party - come - travel,party
1159,0,you should go to a party.,,,
1159,1,"i go every weekend to a party, i am in the club scene.", i study to be a businessman.  i enjoy spending time with my toes in the sand.  i work at eureka.  i like to celebrate with friends.,partying - party - come - travel,come
1159,0,"you should go to a party, i will introduce you to some hot girls there.",,,
1159,1,"i like coming to parties, im sure you will like.", i study to be a businessman.  i enjoy spending time with my toes in the sand.  i work at eureka.  i like to celebrate with friends.,partying - party - come - travel,travel
1159,0,"you should go to some far off places, have you ever been to the south of california?",,,
1160,1,mmmm yes its very delicious," everyday , i get around the city in my big midnight colored vehicle.  i work at a salon.  i hate throwing out plastic.  i have a couple of paintings on my body.  i love peace and love.",delicious - yummy - chocolate - restaurant,yummy
1160,0,that is so yummy. did you know that people are buying your delicious ice cream everyday.,,,
1160,1,"i love yummy food, but sometimes i eat too much of it."," everyday , i get around the city in my big midnight colored vehicle.  i work at a salon.  i hate throwing out plastic.  i have a couple of paintings on my body.  i love peace and love.",delicious - yummy - chocolate - restaurant,chocolate
1160,0,you should not eat that much chocolate because its so yummy.,,,
1160,1,"i like some chocolate, but i do not eat it everyday."," everyday , i get around the city in my big midnight colored vehicle.  i work at a salon.  i hate throwing out plastic.  i have a couple of paintings on my body.  i love peace and love.",delicious - yummy - chocolate - restaurant,restaurant
1160,0,"there are yummy restaurants that sell chocolate, where do you usually have yummy chocolate?",,,
1161,1,"beans smells so good , and i love to gather rocks to complete my collection", i like to cook different foods.  i like earth.  i'm artistic.  i enjoy collecting from one of my favorite shows.,complete - over - out - restaurant,over
1161,0,i will try and get you a complete for your collection.,,,
1161,1,thanks., i like to cook different foods.  i like earth.  i'm artistic.  i enjoy collecting from one of my favorite shows.,complete - over - out - restaurant,out
1161,0,and what are you collecting?,,,
1161,1,im collecting rocks., i like to cook different foods.  i like earth.  i'm artistic.  i enjoy collecting from one of my favorite shows.,complete - over - out - restaurant,restaurant
1161,0,i am a librarian and enjoy eating ou,,,
1162,1,"hello , its all just having trouble feeling emotion .", i am detached.  i don't really connect with my family.  my parents had more than one child.  i like to sleep in.,trouble - cat - town - restaurant,cat
1162,0,are you a cat lover?,,,
1162,1,"i have 2 pet cats, they are always sleeping.", i am detached.  i don't really connect with my family.  my parents had more than one child.  i like to sleep in.,trouble - cat - town - restaurant,town
1162,0,do you like spending your time in a town?,,,
1162,1,i love my town but find it hard to make friends since i rarely leave it., i am detached.  i don't really connect with my family.  my parents had more than one child.  i like to sleep in.,trouble - cat - town - restaurant,restaurant
1162,0,"you should try out a new restaurants, like the new fusion place.",,,
1163,1,"hello , i'm ok i just got home from work", i need to educate myself more.  i enjoy a good hike.  i handle cash.  i love phones made by apple they are worth the money.  i don't travel.,ok - button - stop - travel,button
1163,0,have you ever tried to press a little red button with an ok symbol?,,,
1163,1,what do you think about the ok button?, i need to educate myself more.  i enjoy a good hike.  i handle cash.  i love phones made by apple they are worth the money.  i don't travel.,ok - button - stop - travel,stop
1163,0,i think it should take you to stop talking,,,
1163,1,the ok button in some phones is very cool. it allows you to do voice controls!, i need to educate myself more.  i enjoy a good hike.  i handle cash.  i love phones made by apple they are worth the money.  i don't travel.,ok - button - stop - travel,travel
1163,0,if you want to see voice controls you should travel to the carribean.,,,
1164,1,"no . i teach , love my job and love my students . i've birthday soon .", i studies to become a teacher.  i'm a young professional.  i recently relocated for a position.  i will start working at a new place of employment soon.  i am an elementary school teacher.,teach - point - out - restaurant,point
1164,0,"you could have some fun with this point, learn some vocabulary.",,,
1164,1,im a point in my life right now., i studies to become a teacher.  i'm a young professional.  i recently relocated for a position.  i will start working at a new place of employment soon.  i am an elementary school teacher.,teach - point - out - restaurant,out
1164,0,"ive thought about this, you could make a collage of your favorite out and tell where did you spend time.",,,
1164,1,im not a big fan of out., i studies to become a teacher.  i'm a young professional.  i recently relocated for a position.  i will start working at a new place of employment soon.  i am an elementary school teacher.,teach - point - out - restaurant,restaurant
1164,0,are you a fan of eating out at restaurants?,,,
1165,1,"i am doing pretty well , watching some clouds .", i like to listen to music.  i stare at condensing water vapor in the sky.  i like to coquettishly gaze at men from across the room.  i go shopping a lot.,watch - observe - buying - shopping,observe
1165,0,"how about you, can you come up with a good observation of your own?",,,
1165,1,"i love to observe clouds, their movement and shapes.", i like to listen to music.  i stare at condensing water vapor in the sky.  i like to coquettishly gaze at men from across the room.  i go shopping a lot.,watch - observe - buying - shopping,buying
1165,0,can you look at the clouds and come up with a good buying idea for yourself?,,,
1165,1,"i buy my food, clothes and electronics mostly on sale, i know how to buy better on sale.", i like to listen to music.  i stare at condensing water vapor in the sky.  i like to coquettishly gaze at men from across the room.  i go shopping a lot.,watch - observe - buying - shopping,shopping
1165,0,thats a clever way to shop. What are you planning for this shopping season?,,,
1166,1,fancy .," i'm a mechanic and i love it.  i like to drink beer from other places.  creating ideas for big corporations is what i like to do.  i like listening to old metal.  i like to do activities with others ,.",hobby - home - table - restaurant,home
1166,0,you should have a hobby.,,,
1166,1,"ive been a stay at home mom for 3 years now, i wish ive had a hobby as well."," i'm a mechanic and i love it.  i like to drink beer from other places.  creating ideas for big corporations is what i like to do.  i like listening to old metal.  i like to do activities with others ,.",hobby - home - table - restaurant,table
1166,0,a hobby will keep you balanced.,,,
1166,1,you can even have your hobbies in the house.," i'm a mechanic and i love it.  i like to drink beer from other places.  creating ideas for big corporations is what i like to do.  i like listening to old metal.  i like to do activities with others ,.",hobby - home - table - restaurant,restaurant
1166,0,have you ever been to a restaurant where you were the only customer?,,,
1167,1,it is hard for me to have fun at my age and income with social security, i am a recipient of welfare.  i live paycheck to paycheck.  i love bright colors.  i do not own a car.  i watched our neighbors son a few times while she was away.,income - bonanza - boom - camera,bonanza
1167,0,i think it is time for a bonanza. do you like those?,,,
1167,1,i love bonanzas., i am a recipient of welfare.  i live paycheck to paycheck.  i love bright colors.  i do not own a car.  i watched our neighbors son a few times while she was away.,income - bonanza - boom - camera,boom
1167,0,how about some boom.,,,
1167,1,yeah i love boom., i am a recipient of welfare.  i live paycheck to paycheck.  i love bright colors.  i do not own a car.  i watched our neighbors son a few times while she was away.,income - bonanza - boom - camera,camera
1167,0,you should really start using a good camera.,,,
1168,1,hi !, i'm not great at speaking in the us.  i am a musical person.  i love hollywood.  i am still getting used to the lifestyle of california after living in japan for so long.,thank - find - out - restaurant,find
1168,0,what do you do for a living?,,,
1168,1,i am a designer., i'm not great at speaking in the us.  i am a musical person.  i love hollywood.  i am still getting used to the lifestyle of california after living in japan for so long.,thank - find - out - restaurant,out
1168,0,how do you know about out?,,,
1168,1,ive known about out a long time., i'm not great at speaking in the us.  i am a musical person.  i love hollywood.  i am still getting used to the lifestyle of california after living in japan for so long.,thank - find - out - restaurant,restaurant
1168,0,do you know any great restaurants in the area?,,,
1169,1,cool ! i took my two dogs on a hike today ., my canines stay at my residence alone when i travel to see family.  my sweet puppy is my favorite animal.  i raise animals.  i cant get a pet because of allergies.,cool - blow - out - restaurant,blow
1169,0,"you should blow on a cold, a warm air does a lot of good you know. take a hot shower instead of a cold shower then.",,,
1169,1,"i've never tried a blow, but would love a hot shower or a sauna.", my canines stay at my residence alone when i travel to see family.  my sweet puppy is my favorite animal.  i raise animals.  i cant get a pet because of allergies.,cool - blow - out - restaurant,out
1169,0,do you love out of town dining? i can take you there.,,,
1169,1,i love out of town dining., my canines stay at my residence alone when i travel to see family.  my sweet puppy is my favorite animal.  i raise animals.  i cant get a pet because of allergies.,cool - blow - out - restaurant,restaurant
1169,0,then you would love this restaurant on the highway. It has amazing view and cuisine.,,,
1170,1,"hi , i am good , thank you .", i am an avid reader.  i enjoy art and working with crayons.  meat is disgusting.  we live by the eiffel tower.,thank - find - out - restaurant,find
1170,0,"tell me more, where did find it?",,,
1170,1,"i found it on the internet, it's free.", i am an avid reader.  i enjoy art and working with crayons.  meat is disgusting.  we live by the eiffel tower.,thank - find - out - restaurant,out
1170,0,find it in the restaurant near you?,,,
1170,1,the restaurant that has find?, i am an avid reader.  i enjoy art and working with crayons.  meat is disgusting.  we live by the eiffel tower.,thank - find - out - restaurant,restaurant
1170,0,did you find it in an outdoor restaurant?,,,
1171,1,i cannot because i have kids and am married ., i like to see the bat and ball game.  i detest anything to do with going fast on legs.  i got hitched to my high school sweetheart and we now have several children.  i've less than four pets.  i am a happy person.,married - shivaree - pot - restaurant,shivaree
1171,0,why not go to a shivaree party then?,,,
1171,1,hmmm., i like to see the bat and ball game.  i detest anything to do with going fast on legs.  i got hitched to my high school sweetheart and we now have several children.  i've less than four pets.  i am a happy person.,married - shivaree - pot - restaurant,pot
1171,0,"you should go to a pot party, it would be interesting.",,,
1171,1,how will that be intersting?, i like to see the bat and ball game.  i detest anything to do with going fast on legs.  i got hitched to my high school sweetheart and we now have several children.  i've less than four pets.  i am a happy person.,married - shivaree - pot - restaurant,restaurant
1171,0,"you should go to the local pot party, there are a bunch of restaurants nearby.",,,
1172,1,i am great today is my day off and i could not be happier, i enjoy working.  i do not block calls.  the customer is always right.  i like to fix problems.,happy - laugh - out - restaurant,laugh
1172,0,"i laugh a lot, that is because i have a very silly laugh.",,,
1172,1,maybe you should laugh more often., i enjoy working.  i do not block calls.  the customer is always right.  i like to fix problems.,happy - laugh - out - restaurant,out
1172,0,"i have noticed that you laugh out alot too, why is that?",,,
1172,1,i only eat well when i laugh., i enjoy working.  i do not block calls.  the customer is always right.  i like to fix problems.,happy - laugh - out - restaurant,restaurant
1172,0,why not go to your favorite place for lunch.,,,
1173,1,sounds fun ! i'm a comedian and i love anime and games, i attend many social events.  i like to laugh.  my dad has strict political beliefs.  my sibling joined a gang and does not talk to us.,anime - squirtle - water - restaurant,squirtle
1173,0,squirtle is actually a pokemon.,,,
1173,1,squirtle is a very cool pokemon., i attend many social events.  i like to laugh.  my dad has strict political beliefs.  my sibling joined a gang and does not talk to us.,anime - squirtle - water - restaurant,water
1173,0,do you know what a water pokemon is?,,,
1173,1,water pokemon is a cool pokemon., i attend many social events.  i like to laugh.  my dad has strict political beliefs.  my sibling joined a gang and does not talk to us.,anime - squirtle - water - restaurant,restaurant
1173,0,you should go to a really good water resturant then.,,,
1174,1,i run a small business . a bakery with vegan cakes, my spouse is a federal employee.  i spend a lot of time outside.  i bake for a living.  i enjoy funny things.  i'm a mother of one.,bakery - shop - rotisserie - restaurant,shop
1174,0,"but you run a bakery, what are some of the things you bake?",,,
1174,1,but i have to charge for these cakes., my spouse is a federal employee.  i spend a lot of time outside.  i bake for a living.  i enjoy funny things.  i'm a mother of one.,bakery - shop - rotisserie - restaurant,rotisserie
1174,0,did you know there are some places that offer vegan rotisserie chicken?,,,
1174,1,"no i did not know that, i buy that kind of chicken at some restaurants", my spouse is a federal employee.  i spend a lot of time outside.  i bake for a living.  i enjoy funny things.  i'm a mother of one.,bakery - shop - rotisserie - restaurant,restaurant
1174,0,"if i were you i would get to know some more about vegan restaurants, so that you can start a rotisserie restaurant.",,,
1175,1,yes ! i bet you would make a good voiceover actor ., i'm artistic.  i want to create cartoons for a major studio.  mozart is my muse.  i like to set things up.,actor - subject - go - restaurant,subject
1175,0,what are you going to make next?,,,
1175,1,"voiceover, maybe a movie.", i'm artistic.  i want to create cartoons for a major studio.  mozart is my muse.  i like to set things up.,actor - subject - go - restaurant,go
1175,0,"are you going to eat, and where?",,,
1175,1,"well first i will go to a restaurant and eat some good food. i will go to any restaurant i like, i have a lot of money.", i'm artistic.  i want to create cartoons for a major studio.  mozart is my muse.  i like to set things up.,actor - subject - go - restaurant,restaurant
1175,0,"oh no, i just learned that people are going to eat at the restaurant you're going to then.",,,
1176,1,"hi and hello to speckles too . no pets for me , dorm rules and all", i am a chef and a painter.  i love sweets.  italian food is my favorite !.  i am completing my studies.  dessert is my favorite meal.,dorm - dormitory - hotel - restaurant,dormitory
1176,0,do you live in a dorm like room?,,,
1176,1,"yes, with my roommate.", i am a chef and a painter.  i love sweets.  italian food is my favorite !.  i am completing my studies.  dessert is my favorite meal.,dorm - dormitory - hotel - restaurant,hotel
1176,0,do you want to go to a nice hotel for your honeymoon?,,,
1176,1,"i like hotels, i like the comfort and convenience.", i am a chef and a painter.  i love sweets.  italian food is my favorite !.  i am completing my studies.  dessert is my favorite meal.,dorm - dormitory - hotel - restaurant,restaurant
1176,0,i want to go to a restaurant where they serve a special kind of food.,,,
1177,1,"i am well , thank you !", i teach young children.  i buy a lot of clothes.  i currently reside in the country to our north.  i'm a first generation american.,thank - find - out - restaurant,find
1177,0,can you guess what i found today?,,,
1177,1,was it a restaurant?, i teach young children.  i buy a lot of clothes.  i currently reside in the country to our north.  i'm a first generation american.,thank - find - out - restaurant,out
1177,0,a restaurant.,,,
1177,1,"cool, i have a restaurant to out too.", i teach young children.  i buy a lot of clothes.  i currently reside in the country to our north.  i'm a first generation american.,thank - find - out - restaurant,restaurant
1177,0,did you find a restaurant that you like?,,,
1178,1,"i am good , nighttime here ."," i like to be outside.  i wish my folks were here.  i like to be in charge.  my mom likes me to live with her.  actually , i'm still with my parents.",nighttime - noctivagant - walk - travel,noctivagant
1178,0,do you know what a noctivagant is?,,,
1178,1,"i do not know, what is a noctivagant?"," i like to be outside.  i wish my folks were here.  i like to be in charge.  my mom likes me to live with her.  actually , i'm still with my parents.",nighttime - noctivagant - walk - travel,walk
1178,0,did you ever go for walks?,,,
1178,1,"i do not know, i am not very familiar with walking."," i like to be outside.  i wish my folks were here.  i like to be in charge.  my mom likes me to live with her.  actually , i'm still with my parents.",nighttime - noctivagant - walk - travel,travel
1178,0,"you should visit other countries, it is the best way to travel.",,,
1179,1,great ! just got done walking my four dogs love spending time with them, my favorite pets are canines.  i like to ink my skin.  i like to stop for a beer after work.  i enjoy taking pictures.  i've two beagles and two bulldogs that i play with.,love - lovelight - eye - camera,lovelight
1179,0,"i would love to have an eye, i am currently working and would love to get one myself.",,,
1179,1,i have two eyelights., my favorite pets are canines.  i like to ink my skin.  i like to stop for a beer after work.  i enjoy taking pictures.  i've two beagles and two bulldogs that i play with.,love - lovelight - eye - camera,eye
1179,0,i am an eyeline person.,,,
1179,1,"i enjoy watching tv, and doodling, but i love my two eyelights.", my favorite pets are canines.  i like to ink my skin.  i like to stop for a beer after work.  i enjoy taking pictures.  i've two beagles and two bulldogs that i play with.,love - lovelight - eye - camera,camera
1179,0,you must have an eye for photography.,,,
1180,1,hi ! i am obsessed with pens, i wish i were more creative.  i hate being poor.  i'm very creative.  i do not like working.  i spend a lot of time writing.,obsess - over - overland - travel,over
1180,0,is a pen your favorite?,,,
1180,1,i am only obsessed with the one i bought this morning., i wish i were more creative.  i hate being poor.  i'm very creative.  i do not like working.  i spend a lot of time writing.,obsess - over - overland - travel,overland
1180,0,"i love overland travel, the more countries you travel to, the more languages you know.",,,
1180,1,have you traveled outside of america?, i wish i were more creative.  i hate being poor.  i'm very creative.  i do not like working.  i spend a lot of time writing.,obsess - over - overland - travel,travel
1180,0,"i love traveling, but i think my travel obsession is getting out of hand.",,,
1181,1,great . i'm lucy and i do not eat meat ., i like to entertain people.  i've three great dogs.  my career is very important to me.  i like to go to concerts.  i don't eat meat.,lucy - slang - measure - travel,slang
1181,0,now you can talk like a hipster.,,,
1181,1,do you know some slang?, i like to entertain people.  i've three great dogs.  my career is very important to me.  i like to go to concerts.  i don't eat meat.,lucy - slang - measure - travel,measure
1181,0,i am not sure about slang.. do you mean like measuring?,,,
1181,1,i love measuring., i like to entertain people.  i've three great dogs.  my career is very important to me.  i like to go to concerts.  i don't eat meat.,lucy - slang - measure - travel,travel
1181,0,you can always travel to other country or even to other continent and measure things there.,,,
1182,1,i love to eat anything sweet !, i love eating sugary things.  i don't understand that.  i enjoy music.  i'm 15 and in the 10th grade.  i am a lazy person.,sweet - home - go - travel,home
1182,0,what are your thoughts on home?,,,
1182,1,home is a place where you can relax and learn., i love eating sugary things.  i don't understand that.  i enjoy music.  i'm 15 and in the 10th grade.  i am a lazy person.,sweet - home - go - travel,go
1182,0,i don't think you should go because you are still in school.,,,
1182,1,i don't think you need to go to go. it is a place where you can relax as well., i love eating sugary things.  i don't understand that.  i enjoy music.  i'm 15 and in the 10th grade.  i am a lazy person.,sweet - home - go - travel,travel
1182,0,what would you like to do once you go to travel?,,,
1183,1,i am well . just about to go in to work ., i am not dating anyone.  i eat greasy foods.  i am a bicyclist.  my dad worked with the force.  i am a server at a food place.,look - express - go - restaurant,express
1183,0,i am sure you go to the beauty or the gym then?,,,
1183,1,i go to the gym every tuesday., i am not dating anyone.  i eat greasy foods.  i am a bicyclist.  my dad worked with the force.  i am a server at a food place.,look - express - go - restaurant,go
1183,0,"you really should add some weight to your body, even though you are young.",,,
1183,1,i am. just got a new bike to peddle., i am not dating anyone.  i eat greasy foods.  i am a bicyclist.  my dad worked with the force.  i am a server at a food place.,look - express - go - restaurant,restaurant
1183,0,you should have some bulky food at a restaurant.,,,
1184,1,i hear you . my love for mexican food does not make it easier ., i am a ballerina.  i like spices.  i spent my formative years in the northeast.  i like to read historical information.  i like to work with kids.,mexican - mam - department - shopping,mam
1184,0,"in that case, do you like tamales, moles and chili sauces?",,,
1184,1,"yes i love all those things, they are so flavorful.", i am a ballerina.  i like spices.  i spent my formative years in the northeast.  i like to read historical information.  i like to work with kids.,mexican - mam - department - shopping,department
1184,0,"how is the department near you, are there any stores with good prices?",,,
1184,1,i like the department here. but it is only a 2 block walk from my house., i am a ballerina.  i like spices.  i spent my formative years in the northeast.  i like to read historical information.  i like to work with kids.,mexican - mam - department - shopping,shopping
1184,0,do you buy clothes from department stores?,,,
1185,1,"hi , just relaxing . pondering my diet . i want to switch to vegetarian"," i am a serious carnivore.  i'm trying not to eat meat anymore.  i chow down on vegetables , they're very nutritious.  i get takeout from barbeque often.",ponder - chew - eat - restaurant,chew
1185,0,what kinds of food do you usually chew?,,,
1185,1,"im pretty sure i chew with my tongue and upper and lower jaw, i just know i have a high palate."," i am a serious carnivore.  i'm trying not to eat meat anymore.  i chow down on vegetables , they're very nutritious.  i get takeout from barbeque often.",ponder - chew - eat - restaurant,eat
1185,0,do you eat all kinds of food?,,,
1185,1,i eat pretty much everything," i am a serious carnivore.  i'm trying not to eat meat anymore.  i chow down on vegetables , they're very nutritious.  i get takeout from barbeque often.",ponder - chew - eat - restaurant,restaurant
1185,0,what kind of food do you like the most?,,,
1186,1,"hello , i am relaxing now that my kids are in bed .", i enjoy swimming.  i'm a vet tech.  i like to stay in touch with the world.  i enjoy spicy cuisine.,kid - school - building - restaurant,school
1186,0,do you have a high school kid?,,,
1186,1,"yes, my son is in high school.", i enjoy swimming.  i'm a vet tech.  i like to stay in touch with the world.  i enjoy spicy cuisine.,kid - school - building - restaurant,building
1186,0,nice. is your son in the best building?,,,
1186,1,my son is in building 2 it's very nice., i enjoy swimming.  i'm a vet tech.  i like to stay in touch with the world.  i enjoy spicy cuisine.,kid - school - building - restaurant,restaurant
1186,0,have you ever eaten at this restaurant.,,,
1187,1,cool ., i'm an outgoing person who loves people.  i like to play instruments.  i enjoy playing in music class.  i wish to work in hollywood.,cool - unemotional - machine - camera,unemotional
1187,0,"yes, you can be cool by simply not feeling emotional.",,,
1187,1,"yes, i am not an unemotional person.", i'm an outgoing person who loves people.  i like to play instruments.  i enjoy playing in music class.  i wish to work in hollywood.,cool - unemotional - machine - camera,machine
1187,0,you have to feel more about the machine.,,,
1187,1,"i think in the right context, machines can be cool i am not anti-machine.", i'm an outgoing person who loves people.  i like to play instruments.  i enjoy playing in music class.  i wish to work in hollywood.,cool - unemotional - machine - camera,camera
1187,0,what camera is your favourite?,,,
1188,1,fine . i just finished baking a batch of rose scented cookies . i'm retired ., i live in the long horn state.  making cookies is fun.  my mom was an educator.  i like to garden on the weekends.,batch - run - trade - shopping,run
1188,0,you should run 3 times before buying anything.,,,
1188,1,run can be fun., i live in the long horn state.  making cookies is fun.  my mom was an educator.  i like to garden on the weekends.,batch - run - trade - shopping,trade
1188,0,you should trade a little to get the best deal.,,,
1188,1,trade has its advantages., i live in the long horn state.  making cookies is fun.  my mom was an educator.  i like to garden on the weekends.,batch - run - trade - shopping,shopping
1188,0,if i find something really great in a store i will just buy it.,,,
1189,1,my name is joe and am fine," i'm confused.  sometimes i feel depressed.  i am dating two people , one man and one woman.  i want a big change in my life.",joe - nuts - john - travel,nuts
1189,0,i don't eat nuts.,,,
1189,1,i eat nuts from time to time.," i'm confused.  sometimes i feel depressed.  i am dating two people , one man and one woman.  i want a big change in my life.",joe - nuts - john - travel,john
1189,0,you like john?,,,
1189,1,i like jon.," i'm confused.  sometimes i feel depressed.  i am dating two people , one man and one woman.  i want a big change in my life.",joe - nuts - john - travel,travel
1189,0,do you like traveling?,,,
1190,1,"i work for a market research firm , but i'm off today . i'm dusting off my cd collection .", i like harrison.  i love collecting actual discs.  i like to go antique shopping.  guitar is my passion.,today - away - traveling - shopping,away
1190,0,"you should go on a trip, you seem to be doing an unusual number of trips lately.",,,
1190,1,im not sure i want to travel., i like harrison.  i love collecting actual discs.  i like to go antique shopping.  guitar is my passion.,today - away - traveling - shopping,traveling
1190,0,"have you been traveling a lot lately, you seem to have alot of trips.",,,
1190,1,i just travel for work., i like harrison.  i love collecting actual discs.  i like to go antique shopping.  guitar is my passion.,today - away - traveling - shopping,shopping
1190,0,you should shop for some new clothes for travel.,,,
1191,1,"i am ok , i've some worries .", my mother has a terrible illness.  i am saving up to go to a four year university.  i like my picture.  i call the ghetto home.  my neighborhood can get loud late.,worry - lie - back - travel,lie
1191,0,do you lie a lot?,,,
1191,1,i do not like to lie., my mother has a terrible illness.  i am saving up to go to a four year university.  i like my picture.  i call the ghetto home.  my neighborhood can get loud late.,worry - lie - back - travel,back
1191,0,i do not lie to others because i see that it hurts others.,,,
1191,1,ok., my mother has a terrible illness.  i am saving up to go to a four year university.  i like my picture.  i call the ghetto home.  my neighborhood can get loud late.,worry - lie - back - travel,travel
1191,0,"have you ever planned a vacation, but you didn't go?",,,
1192,1,going well ., i aspire to be a professional musician.  i like to educate myself.  i start with a k.  i like to stay fit and grow my brain.,kevin - pejorative - ease - travel,pejorative
1192,0,"you should be more positive and pejorative, try using an exclamation mark. it will make your life better.",,,
1192,1,pejorative means i can insult people and you can tell they did it wrong., i aspire to be a professional musician.  i like to educate myself.  i start with a k.  i like to stay fit and grow my brain.,kevin - pejorative - ease - travel,ease
1192,0,"you should try to live your life easier. instead of trying to make things easy for yourself, make it easier for someone.",,,
1192,1,ive learned that it can take as much time and effort as working yourself out of a job., i aspire to be a professional musician.  i like to educate myself.  i start with a k.  i like to stay fit and grow my brain.,kevin - pejorative - ease - travel,travel
1192,0,putting some effort on travelling would make you happy.,,,
1193,1,i am fine thank you how old are you ., i'm self conscious about my looks.  i enjoy her company.  my partner totally does not understand.  i've been feeling depressed.,thank - sincere - person - clothes,sincere
1193,0,"you should thank the person, sincere is a good way to start and is a little bit more informal.",,,
1193,1,i'm fine thank you!, i'm self conscious about my looks.  i enjoy her company.  my partner totally does not understand.  i've been feeling depressed.,thank - sincere - person - clothes,person
1193,0,is there someone you want to thank today?,,,
1193,1,i do not know anyone., i'm self conscious about my looks.  i enjoy her company.  my partner totally does not understand.  i've been feeling depressed.,thank - sincere - person - clothes,clothes
1193,0,do you have better clothes in your closet?,,,
1194,1,i just love this planet, i've seen dracula.  i like crawdads.  i like to gamble.  my mother tells fortunes.  i'm a very social person.,planet - sky - buy - shopping,sky
1194,0,can you please point your galaxy at me?,,,
1194,1,i would like to be in the night sky in my galaxy., i've seen dracula.  i like crawdads.  i like to gamble.  my mother tells fortunes.  i'm a very social person.,planet - sky - buy - shopping,buy
1194,0,would you like to buy a telescope?,,,
1194,1,"i would like to buy a telescope, but i have no money.", i've seen dracula.  i like crawdads.  i like to gamble.  my mother tells fortunes.  i'm a very social person.,planet - sky - buy - shopping,shopping
1194,0,you should go shopping in your neighborhood.,,,
1195,1,"it used to be my favorite , but now i've a vegetarian diet .", i intend on furthering my education.  i care about my health.  i want to protect the environment.  i like to read.  i enjoy nature.,vegetarian - vegan - rv - travel,vegan
1195,0,i love vegan food and cook a lot of it.,,,
1195,1,i try to eat only vegan food as much as possible., i intend on furthering my education.  i care about my health.  i want to protect the environment.  i like to read.  i enjoy nature.,vegetarian - vegan - rv - travel,rv
1195,0,"i love the comfort of rvs, they are very easy to drive and you can take along all your books or whatever you want.",,,
1195,1,"ive been reading up on rvs, it is a lot of fun.", i intend on furthering my education.  i care about my health.  i want to protect the environment.  i like to read.  i enjoy nature.,vegetarian - vegan - rv - travel,travel
1195,0,oh yes travelling and camping are a lot easier and fun with rvs.,,,
1196,1,"fine , thank you .", i've a basic job.  i visited europe in june.  i reside in a large metropolis.  i love spaghetti.,thank - favor - turn - travel,favor
